Study,Sample,Mouse,Vendor (full),Vendor name,Location [Geographical region (city/state)],Country ,Centre Name,Institute,Country,Location [Geographical region (city/state)],Continent,Compartment,Alternative sample name,Biosample number,Diet,Dietary Supplement,Age,Sex,Barrier,Publication,Genetic background,Strain,Genotype,Notes,Library Layout,Library Selection,Treatment,Exclude,Luminal contents?,Ex-GF,
PRJEB31298,ERR3199558,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382105,SAMEA5382105,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.DG510,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199559,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382819,SAMEA5382819,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,NC211,PAIRED,RANDOM,Control,,Faecal,,
PRJEB31298,ERR3199560,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382188,SAMEA5382188,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.SG210,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199561,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382305,SAMEA5382305,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.SG915,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199562,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382030,SAMEA5382030,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.DG1208,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199563,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382070,SAMEA5382070,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.DG300,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199564,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382467,SAMEA5382467,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,NC1000,PAIRED,RANDOM,Control,,Faecal,,
PRJEB31298,ERR3199565,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382010,SAMEA5382010,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.DG1100,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199566,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382274,SAMEA5382274,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.SG800,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199567,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382317,SAMEA5382317,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB1010,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199568,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382100,SAMEA5382100,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.DG505,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199569,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382251,SAMEA5382251,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.SG609,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199570,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382402,SAMEA5382402,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB600,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199571,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382146,SAMEA5382146,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.SG1000,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199572,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382111,SAMEA5382111,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.DG605,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199573,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382456,SAMEA5382456,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB905,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199574,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382170,SAMEA5382170,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.SG108,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199575,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382178,SAMEA5382178,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.SG200,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199576,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382379,SAMEA5382379,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB409,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199577,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382871,SAMEA5382871,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,NC515,PAIRED,RANDOM,Control,,Faecal,,
PRJEB31298,ERR3199578,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382053,SAMEA5382053,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.DG1408,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199579,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382453,SAMEA5382453,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB902,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199580,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382228,SAMEA5382228,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.SG502,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199581,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382434,SAMEA5382434,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB715,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199582,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382085,SAMEA5382085,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.DG400,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199583,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382298,SAMEA5382298,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.SG908,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199584,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382370,SAMEA5382370,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB400,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199585,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382311,SAMEA5382311,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB1005,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199586,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382289,SAMEA5382289,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.SG815,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199587,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5381995,SAMEA5381995,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.DG1005,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199588,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382263,SAMEA5382263,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.SG705,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199589,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382193,SAMEA5382193,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.SG215,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199590,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382801,SAMEA5382801,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,NC109,PAIRED,RANDOM,Control,,Faecal,,
PRJEB31298,ERR3199591,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382930,SAMEA5382930,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,NC910,PAIRED,RANDOM,Control,,Faecal,,
PRJEB31298,ERR3199592,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382391,SAMEA5382391,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB505,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199593,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382413,SAMEA5382413,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB611,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199594,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382318,SAMEA5382318,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB1011,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199595,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382031,SAMEA5382031,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.DG1209,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199596,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382845,SAMEA5382845,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,NC405,PAIRED,RANDOM,Control,,Faecal,,
PRJEB31298,ERR3199597,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382460,SAMEA5382460,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB909,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199598,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382035,SAMEA5382035,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.DG1302,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199599,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382337,SAMEA5382337,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB115,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199600,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382419,SAMEA5382419,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB700,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199601,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382033,SAMEA5382033,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.DG1300,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199602,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382410,SAMEA5382410,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB608,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199603,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382173,SAMEA5382173,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.SG111,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199604,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382388,SAMEA5382388,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB502,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199605,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382235,SAMEA5382235,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.SG509,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199606,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382241,SAMEA5382241,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.SG515,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199607,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382027,SAMEA5382027,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.DG1205,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199608,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382121,SAMEA5382121,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.DG705,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199609,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382136,SAMEA5382136,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,GX.DG810,PAIRED,RANDOM,Virulent influenza,,Faecal,,
PRJEB31298,ERR3199610,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382893,SAMEA5382893,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,NC705,PAIRED,RANDOM,Control,,Faecal,,
PRJEB31298,ERR3199611,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382824,SAMEA5382824,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,NC300,PAIRED,RANDOM,Control,,Faecal,,
PRJEB31298,ERR3199612,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382362,SAMEA5382362,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,HB308,PAIRED,RANDOM,Attenuated influenza,,Faecal,,
PRJEB31298,ERR3199613,C57BL/6,"College of Veterinary Medicine, Huazhong Agricultural University, Wuhan",Huazhong Agricultural University,Wuhan,China,NATIONAL KEY LABORATORY OF AGRICULTURAL MICROBIOLO,Huazhong Agricultural University,China ,Wuhan,Asia ,Faeces,SAMEA5382864,SAMEA5382864,Chow ,None,8 weeks,Female,,,C57BL/6,C57BL/6,Wildtype,NC508,PAIRED,RANDOM,Control,,Faecal,,
