GUT_GENOME000159	s__UBA1191 sp900066305	species__UBA1191 sp900066305	species	UBA1191 sp900066305	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1191;s__UBA1191 sp900066305
GUT_GENOME195064	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME082360	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME113057	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME127902	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME125403	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME082748	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME186135	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME190222	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME193864	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME033044	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME274465	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME277196	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME096826	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME276816	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME102271	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME122357	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME043988	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME158892	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME277105	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME269876	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME154546	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME126141	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME131988	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME192114	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME279112	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME118300	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME101221	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME175932	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME010458	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME044415	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME124907	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME155487	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME128720	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME256108	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME158794	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME044308	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME191073	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME265874	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME157779	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME181750	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME008951	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME181411	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME193251	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME097194	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME158956	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME218822	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME031696	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME278127	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME181692	s__Oscillibacter sp001916835	species__Oscillibacter sp001916835	species	Oscillibacter sp001916835	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp001916835
GUT_GENOME256060	s__SFFH01 sp900542395	species__SFFH01 sp900542395	species	SFFH01 sp900542395	d__Bacteria;p__Firmicutes_A;c__Clostridia_A;o__Christensenellales;f__CAG-74;g__SFFH01;s__SFFH01 sp900542395
GUT_GENOME046658	s__Gemmiger formicilis	species__Gemmiger formicilis	species	Gemmiger formicilis	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Gemmiger;s__Gemmiger formicilis
GUT_GENOME009063	s__Agathobacter sp000434275	species__Agathobacter sp000434275	species	Agathobacter sp000434275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275
GUT_GENOME074954	s__Agathobacter sp000434275	species__Agathobacter sp000434275	species	Agathobacter sp000434275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275
GUT_GENOME115325	s__Agathobacter sp000434275	species__Agathobacter sp000434275	species	Agathobacter sp000434275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275
GUT_GENOME112733	s__Agathobacter sp000434275	species__Agathobacter sp000434275	species	Agathobacter sp000434275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275
GUT_GENOME006180	s__Agathobacter sp000434275	species__Agathobacter sp000434275	species	Agathobacter sp000434275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275
GUT_GENOME133822	s__Agathobacter sp000434275	species__Agathobacter sp000434275	species	Agathobacter sp000434275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275
GUT_GENOME006051	s__Agathobacter sp000434275	species__Agathobacter sp000434275	species	Agathobacter sp000434275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275
GUT_GENOME007629	s__Agathobacter sp000434275	species__Agathobacter sp000434275	species	Agathobacter sp000434275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275
GUT_GENOME009922	s__Agathobacter sp000434275	species__Agathobacter sp000434275	species	Agathobacter sp000434275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275
GUT_GENOME010310	s__Agathobacter sp000434275	species__Agathobacter sp000434275	species	Agathobacter sp000434275	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter sp000434275
GUT_GENOME281796	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME276150	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME279373	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME051971	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME270371	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME206135	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME260992	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME186875	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME273091	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME101604	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME118570	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME025268	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME186474	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME269780	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME162494	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME255867	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME011060	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
GUT_GENOME010129	s__Faecalibacterium prausnitzii_H	species__Faecalibacterium prausnitzii_H	species	Faecalibacterium prausnitzii_H	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_H
